id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
616067136988569845,AMAZING CENTRAL CONDO ACROSS FROM CN TOWER & MTCC,244627752,James,,Waterfront Communities-The Island,43.643363743099464,-79.38137065197871,Entire home/apt,243,1,1,2022-05-20,1,4,83,1,STR-2009-GSHDPG
616071721225666245,LOVELY ROOM IN TORONTO CLOSE TO EVERYTHING,446678086,Kelly,,University,43.65929,-79.39314,Private room,111,1,7,2022-05-29,6.00,4,71,7,STR-2012-FWTBHD
618257900172113049,Cozy private room in a house in Toronto,272046245,Naira,,Wexford/Maryvale,43.746866918538004,-79.30915719865176,Private room,21,30,0,,,19,302,0,
612464575445734129,Adorable renovated bright 2-BR Lower Suite,287643981,Pam,,Etobicoke West Mall,43.64084953792371,-79.56890733074948,Entire home/apt,100,28,0,,,2,193,0,
618265139588601529,Amazing Studio Apartment in the heart of downtown,457183996,Vincent,,Waterfront Communities-The Island,43.642655656389344,-79.37500840577383,Entire home/apt,136,1,5,2022-06-04,5,1,270,5,STR-2204-GGBVHF
616079087342159091,Oasis in Toronto city centre,15503290,Paola,,Moss Park,43.65623431050985,-79.3592868985583,Entire home/apt,395,6,0,,,1,187,0,STR-2204-FHHVHB
616080861687776998,A SUPERB CONDO ACROSS CN TOWER & MTCC,433726587,Jeff,,Waterfront Communities-The Island,43.64367295084169,-79.39048846147223,Entire home/apt,234,1,1,2022-05-10,1,4,77,1,STR-2010-JCCKPM
618282849940410126,"Super Cozy Bachelor w/ Queen Bed, On-Site Laundry",260610531,Jason,,South Riverdale,43.665708850293115,-79.34796965288793,Entire home/apt,109,3,2,2022-06-01,2,4,2,2,STR-2107-GCJVHF
616083966144187117,2 Bedroom Corner Suite,203522354,Carlos,,Waterfront Communities-The Island,43.64091,-79.39886,Entire home/apt,453,1,4,2022-06-03,4,1,63,4,STR-2101-GPVKVG
616086273272089276,A FANTASTIC CONDO ACROSS CN TOWER & MTCC,433726587,Jeff,,Waterfront Communities-The Island,43.64379271799678,-79.3905221947461,Entire home/apt,174,1,0,,,4,71,0,STR-2010-JCCKPM
612464620666673388,☆Brand New Lux Unit - CENTRAL LOCATION + PARKING☆,455082795,Janet,,Dorset Park,43.75459441849326,-79.28688250115643,Entire home/apt,236,2,3,2022-05-30,3,1,131,3,STR-2204-HGTPHJ
618287593424244581,Bright 2nd-Floor 2 BR Apartment in Historic Annex,11584999,Patrick,,University,43.665735560185695,-79.40606664996892,Entire home/apt,148,4,1,2022-06-05,1,3,61,1,STR-2204-FLLHHB
618311597752731940,Private cozy room in a large house near TTCToronto,272046245,Naira,,Wexford/Maryvale,43.74479240880238,-79.3085651546696,Private room,21,30,0,,,19,65,0,
618326304214657454,Charming 1 bedroom basement in old Leslieville,423724963,Rob,,South Riverdale,43.66810075534652,-79.33325705700169,Entire home/apt,91,2,3,2022-06-01,3,1,162,3,STR-2204-HDHVHJ
612620775950920050,1200+sqft Luxury Corner Suite,157416285,Luis,,Waterfront Communities-The Island,43.63912442735754,-79.39889954005615,Entire home/apt,489,1,2,2022-05-13,2,1,79,2,STR-2101-GPVKVG
616135902731412232,"Elegant 2BD, 1.5Bath, Balcony, CN Tower view",416677873,Dave,,Waterfront Communities-The Island,43.64231660038546,-79.38055052517757,Entire home/apt,423,2,1,2022-05-07,1,39,41,1,STR-2108-FSJVHC
616301686540706264,2 Bed + 1 Bath +1 Parking Bungalow in East York,211237823,Sithy,,O'Connor-Parkview,43.71396629396873,-79.30387989813346,Entire home/apt,133,3,0,,,6,269,0,STR-2204-FQPVHC
616314502633441132,Stunning place in Bloordale,5065650,Apollonia,,Dufferin Grove,43.65803,-79.43968,Entire home/apt,165,4,0,,,1,200,0,STR-2009-HHSXPJ
618344967810989727,High Floor 3BR at Maple Leaf Square,260270056,Tina,,Waterfront Communities-The Island,43.64212,-79.3797,Entire home/apt,666,2,1,2022-05-20,1,4,0,1,STR-2203-FQYHHC
618383370606273167,"Skyline Views Elegant Condo CN Tower, Union, MTCC",457208099,Iman,,Waterfront Communities-The Island,43.64156601076162,-79.38242586930299,Entire home/apt,577,2,0,,,1,12,0,STR-2203-HQKBHK
618388575651792326,Cozy  Back Room close to  YYZ & Humber College,30813376,Jeff,,West Humber-Clairville,43.72241730512564,-79.61537394226293,Private room,37,28,0,,,3,337,0,
616449374883279574,Executive Maple Loft,158368655,Norbert,,Waterfront Communities-The Island,43.642628,-79.380524,Private room,156,1,2,2022-05-18,2,1,204,2,STR-2202-GZFDVH
618595170781528359,Stylish and Cozy 2Bedroom Unit Smart TV Toronto,304801974,Hugo,,Dovercourt-Wallace Emerson-Junction,43.67121538030227,-79.44538562904486,Entire home/apt,329,1,1,2022-06-01,1,4,72,1,STR-2204-HHVVHJ
616464367132748098,Modern 3 bedroom Family getaway Home,456767685,Lestra Sheron,,Pelmo Park-Humberlea,43.719303,-79.539864,Entire home/apt,255,28,0,,,1,90,0,
616516050000470270,Private West Suite Cozy Annex Downtown Toronto,52308107,Cristina,,Annex,43.67381221697037,-79.41027062031998,Entire home/apt,85,29,0,,,2,11,0,
616520570549422055,Victoria Village 5BR home ✦ Private backyard ✦ WFH,269243315,Alec And Lily,,Victoria Village,43.736649,-79.313065,Entire home/apt,569,3,2,2022-05-23,2,61,50,2,STR-2203-FPTPHC
616568301097870166,Private room - Lovely & Beautiful,455235133,Varun,,West Hill,43.76063391568146,-79.1855372733013,Private room,65,3,2,2022-05-17,2,4,46,2,STR-2204-GVYHHH
618596998378727687,Bright and Cozy Two Bedroom Unit Smart TV Toronto,304801974,Hugo,,Dovercourt-Wallace Emerson-Junction,43.67112636735949,-79.44526878467153,Entire home/apt,300,1,1,2022-05-21,1,4,60,1,STR-2204-HHVVHJ
618620151599809340,Lovely Leslieville with back garden and parking,253678734,Nesty,,Woodbine Corridor,43.67483389698662,-79.31886665149179,Entire home/apt,200,30,0,,,9,335,0,
616570161895910775,Stunning condo with Breathtaking Lake Views,433726587,Jeff,,Waterfront Communities-The Island,43.641302207978484,-79.39779726942156,Entire home/apt,214,1,2,2022-05-22,2,4,95,2,STR-2011-GKVDVG
618657855277434000,10 MIN WALK TO CN TOWER +FREE PARKING,450629698,Charles,,Waterfront Communities-The Island,43.63876240572242,-79.39747540898274,Entire home/apt,239,1,0,,,4,73,0,STR-2012-FJSXVB
616617687879176037,"Newly renovated, modern three bedroom home",285671684,Nick,,Danforth East York,43.692268,-79.316292,Entire home/apt,400,3,0,,,1,213,0,STR-2205-GPRBHG
612865114353241628,Best Place To Stay In Toronto-Perfect For Two,143146404,Roland,,Bayview Village,43.766340585888926,-79.38363139656235,Entire home/apt,110,29,0,,,1,45,0,
618677043224462672,DOWNTOWN TORONTO UNIT +FREE PARKING,450629698,Charles,,Waterfront Communities-The Island,43.64833334981345,-79.38703216959699,Entire home/apt,279,1,2,2022-05-20,2,4,71,2,STR-2011-GQPDVG
616745297305596293,Modern 1BR Suite in Downtown Toronto,456836009,Kamen,,Niagara,43.63761629191024,-79.40482172769899,Entire home/apt,250,3,0,,,1,18,0,STR-2205-GTHVHH
618697962697648012,Cozy 1BR+Den ✧ Balcony ✧ Downtown view ✧WFH ready!,269243315,Alec And Lily,,Waterfront Communities-The Island,43.642918,-79.380486,Entire home/apt,285,3,7,2022-05-31,7,61,72,7,STR-2204-FTRBHC
616751134956917368,Stay by the lake with panoramic city views,4688140,Jing,,Waterfront Communities-The Island,43.63911781528143,-79.38168032208516,Entire home/apt,259,2,3,2022-05-29,3,1,8,3,STR-2203-GYTKVH
616789408849477259,Private room in Etobicoke,456245811,Rustem,,Etobicoke West Mall,43.650448,-79.56868,Private room,61,1,7,2022-05-24,7,1,303,7,STR-2204-JDHVHM
612919507590255565,Cozy apartment with patio near Trinity Bellwoods,4882503,Agatha,,Niagara,43.644455,-79.406456,Entire home/apt,214,2,0,,,1,54,0,STR-2203-HBBVHJ
618727966186183119,"Lovely 1-Bedroom Condo with Pool, Sauna, Hot Tub",46738553,Farshad,,Mount Pleasant West,43.70414834707204,-79.3973882363049,Entire home/apt,329,1,0,,,1,58,0,STR-2205-GCTPHF
616821428028071798,"3.5 BDRM + 2 Bath + Parking - MTCC, CN, Waterfront",424018288,Danna,,Waterfront Communities-The Island,43.642047658274166,-79.38026573784387,Entire home/apt,614,1,0,,,1,55,0,STR-2104-HGVKVJ
616826201484810485,"Isolation Oasis! New Bright 1 BDRM, Private Garden",342457783,Sophie,,Palmerston-Little Italy,43.659832,-79.409477,Entire home/apt,1000,28,0,,,14,3,0,
618771838212801188,Central victorian Dwtn 3-Bedroom 2-bath oasis,201391348,Andrea,,Kensington-Chinatown,43.655150115433834,-79.40669536494308,Entire home/apt,215,28,0,,,3,321,0,
616862515353383734,MASSIVE 2 Bedroom Bay Street Condo. Free Parking.,55442,Furnished Condo Toronto,,Bay Street Corridor,43.658506680711156,-79.38489919206357,Entire home/apt,298,28,0,,,17,55,0,
616926173428398518,Isolation Oasis! Studio/Private Garden & Entrance!,342457783,Sophie,,Palmerston-Little Italy,43.65925375912978,-79.41012140814998,Entire home/apt,1000,28,0,,,14,3,0,
612928274560532071,Welcome to the Toronto Christian Bed and Breakfast,455962486,Collett,,Elms-Old Rexdale,43.7124702731309,-79.54682655473886,Private room,98,1,0,,,1,360,0,STR-2204-GDVVHF
618787772477895879,couple friend room,310223515,Miwa,,Downsview-Roding-CFB,43.72611353888933,-79.51976904603958,Private room,35,30,0,,,3,234,0,
618809077269197537,Cheerful 1 private bedroom with free parking.,174967435,Mahmud,,Cliffcrest,43.7147162552068,-79.23626405273521,Private room,86,1,0,,,11,339,0,Exempt
613000925259567663,Deluxe Condo w/City & Lake View - 1Br Ensuite,67494295,Andy,,Waterfront Communities-The Island,43.64278330713514,-79.37877545208481,Private room,125,2,8,2022-05-25,6.32,1,102,8,STR-2205-GTYHHH
616950689842887898,Lovely Designer 1BR Suite Private Entrance/ Patio,71369879,Naruemol (Molly),,Caledonia-Fairbank,43.692635,-79.456284,Entire home/apt,185,28,0,,,5,186,0,
618813198097922639,"Luxury 3BR Apt with Private Balcony & Netflix,",410293125,David & Emma,,High Park North,43.656439234474135,-79.45221401385783,Entire home/apt,324,4,0,,,7,270,0,STR-2201-JCQXVM
616963251026325812,Spacious 1bdrm apartment in charming neighbourhood,15156363,Brett,,Annex,43.671902,-79.414276,Entire home/apt,135,2,0,,,1,154,0,STR-2205-GHLHHF
618836124739212014,Modern and Spacious Open-Style Studio,411338353,James,,Wexford/Maryvale,43.740269389121515,-79.29477934659265,Entire home/apt,116,3,1,2022-05-30,1,3,4,1,STR-2010-GTVDPH
617154540318950650,Cheerful 1BR close to YYZ and Humber College North,30813376,Jeff,,West Humber-Clairville,43.721433924892,-79.6156742646002,Private room,68,28,0,,,3,340,0,
617218131953597919,"Annex Toronto, amazing location, cozy apartment",95278936,Liam,,Annex,43.666120130827686,-79.40869944455228,Entire home/apt,109,28,0,,,2,209,0,
613056013516302689,A Lovely Apartment In Downtown Toronto Queen St W,18910715,Khalid,,Kensington-Chinatown,43.64964554506853,-79.3988575908839,Entire home/apt,214,1,7,2022-05-31,7,1,192,7,STR-2204-HKYHHK
618858687843653788,Saint Suites - Luxury High Rise Lake View/Wifi/Gym,440609459,Saint,,Waterfront Communities-The Island,43.63658992861169,-79.39896195076814,Entire home/apt,229,2,2,2022-05-22,2,2,80,2,STR-2107-FQLBHC
617267448808881649,Cheerful 5 bedroom custom made home with fireplace,435877520,Timothy,,Beechborough-Greenbrook,43.69415654856997,-79.4791057447659,Entire home/apt,330,28,0,,,1,340,0,
617281473521620459,"cozy basement room,near subway,shared washroom",237418707,Jiayin,,Islington-City Centre West,43.635264128294054,-79.5437803094926,Private room,35,28,0,,,6,3,0,
618859232898218440,♥Centrally-Located 1+1-BR Condo in DT Toronto♥,785826,Sky View,,Waterfront Communities-The Island,43.649,-79.38836,Entire home/apt,288,28,0,,,151,29,0,
613076497011089979,NEW 4 BEDROOMS ON KING WEST-DOWNTOWN TORONTO,456009284,Ann,,South Parkdale,43.63956130484496,-79.42984739434357,Entire home/apt,262,2,7,2022-05-29,6.00,1,42,7,STR-2203-JFVVHM
618863954905617111,♡Comfortable 1-BR Condo in DT Toronto♡,785826,Sky View,,Bay Street Corridor,43.65861929684245,-79.38570976837534,Entire home/apt,247,28,0,,,151,44,0,
618892083839398484,"2BR Condo + Parking - CN Tower, Ent District, MTCC",407321035,Millie,,Waterfront Communities-The Island,43.64218437171802,-79.38028185343434,Entire home/apt,544,3,3,2022-05-20,3,1,69,3,STR-2105-GWVKVH
617310045637852657,"Cheerful 1br, 1bath apartment with hot tub",267171989,Stefania,,Tam O'Shanter-Sullivan,43.77376678287899,-79.31616442339413,Private room,130,2,1,2022-05-30,1,1,289,1,STR-2205-HWSHHL
618896226825043382,"Humble 2 bedroom open concept living dining, kitch",434912687,Nima,,Newtonbrook East,43.793579,-79.398125,Entire home/apt,101,28,0,,,2,125,0,
618943174318022646,Historic Best Unobstructed Views,450629698,Charles,,Waterfront Communities-The Island,43.643360299150515,-79.39019822890451,Entire home/apt,352,1,0,,,4,58,0,STR-2010-JCCKPM
617312234996803596,Private room - Spacious & Peaceful,455235133,Varun,,West Hill,43.76262,-79.18527,Private room,65,3,2,2022-05-20,2,4,167,2,STR-2204-GVYHHH
617330318253438170,"Comfort baseroom near subway,shared washroom",237418707,Jiayin,,Islington-City Centre West,43.63481723145536,-79.54376048239308,Private room,36,7,1,2022-05-15,1,6,34,1,STR-2009-HSFVBL
617401512815635951,Newly Renovated Unit Close to Airport FreeParking,340663333,Joe,,Rustic,43.713253,-79.505249,Entire home/apt,200,1,0,,,4,77,0,STR-2012-HTXVHL
613114266354075033,Modern 2BR Style Condo w Parking - Ent District,399090307,Rose,,Waterfront Communities-The Island,43.64114240604403,-79.397046743177,Entire home/apt,321,3,1,2022-05-22,1,1,77,1,STR-2101-FGZBHB
613159398347145126,+++DGI 01 Loft all included perfect location+++,380580696,Anna,,Trinity-Bellwoods,43.650679798239345,-79.40698211547245,Entire home/apt,195,30,0,,,4,363,0,
618947975269373077,Palmerston - Studio 2,315419363,Palmerston,,Trinity-Bellwoods,43.646805,-79.406395,Private room,144,1,0,,,12,295,0,Exempt
618953323682660512,Royal 30th Floor Unobstructed Views + Many Plants,450629698,Charles,,Waterfront Communities-The Island,43.64669804133123,-79.39380914364436,Entire home/apt,232,1,1,2022-05-16,1,4,73,1,STR-2011-HGRRVJ
618964088674255011,Condo 1 bedroom downtown,375200393,Nk,,Bay Street Corridor,43.66526,-79.38801,Entire home/apt,168,1,0,,,7,6,0,Exempt
618972300733021771,Condo 1 bedroom spadina,375200393,Nk,,University,43.65789,-79.40251,Entire home/apt,167,1,0,,,7,6,0,Exempt
619071445851022946,Beautiful downtown condo next to CN Tower,113187645,John,,Waterfront Communities-The Island,43.64439962836353,-79.39053159037155,Entire home/apt,229,7,0,,,1,49,0,Exempt
617423160844102389,Peaceful One-Bedroom Apartment in Queen West,94930,C,,Roncesvalles,43.64332828793896,-79.43646337780034,Entire home/apt,110,28,0,,,1,325,0,
619089855870902295,Private bedroom in 35+ floor in downtown Toronto,155193399,Ali,,North St.James Town,43.670251823107364,-79.37644729063639,Private room,93,2,0,,,1,0,0,STR-2204-GZSHHH
617465096677506576,Cozy suit in Canada’s Beverly Hill +P+wifi,268198275,Cindy,,Banbury-Don Mills,43.74790954769979,-79.36913130944285,Private room,108,3,0,,,13,346,0,STR-2205-GFRBHF
613193248805963383,Centrally located 3 bedroom-bright spacious house,456037330,Nisha,,Bendale,43.74800986332373,-79.2451471021016,Entire home/apt,300,28,0,,,1,34,0,
619094061606356566,Cheerful 3BD main level Bungalow with pool,287643981,Pam,,Etobicoke West Mall,43.64115301160133,-79.56953761918074,Entire home/apt,199,28,0,,,2,193,0,
619347163431756634,SPACIOUS & BRIGHT 2 BDRM/2 BATH CONDO,56118558,Sean,,Willowdale East,43.7633138731377,-79.41006702440261,Entire home/apt,199,28,0,,,17,55,0,
617492536704791104,Beautiful 1 Bedroom with Wonderful Views,442704940,Frederic,,Flemingdon Park,43.72037382696713,-79.33527755148629,Private room,101,1,6,2022-06-01,6,1,346,6,STR-2203-HLFHHK
619364348080477444,Cozy private room in a house near TTC/Subway,272046245,Naira,,Wexford/Maryvale,43.74667280521119,-79.30993524411029,Private room,21,30,0,,,19,305,0,
617503443811425640,Entire condo 1 bedroom at Eaton Center,457003907,Tim,,Bay Street Corridor,43.65611665731732,-79.38331286910227,Entire home/apt,147,1,12,2022-06-05,12,4,2,12,Exempt
619415633455585085,Modern suite with free parking,92885934,CasaRuhig,,Wexford/Maryvale,43.74110351501448,-79.30823564113014,Private room,62,28,0,,,3,58,0,
617526987094882908,Lovely 2-Bedroom with pool and parking,405645594,Celina,,Mount Pleasant West,43.70965572638122,-79.39360205133904,Entire home/apt,330,1,0,,,1,127,0,Exempt
613209113059105825,Cozy 2 bed Room in the heart of Kensington market,447011474,Calvin,,Kensington-Chinatown,43.65377,-79.40024,Entire home/apt,400,1,1,2022-05-15,1,1,145,1,STR-2112-GVVRVH
619421709174407896,Brand New Craftsman Home - 2 Bed - 2 - Bath - Main,135866307,Alex,,Danforth East York,43.68761898742576,-79.33180527670405,Entire home/apt,128,28,0,,,2,331,0,
619442768800735877,2nd+3rd Fl Suite w Private Balcony - Steps to TTC,147105533,Edward,,East End-Danforth,43.682792455036974,-79.30059892016482,Entire home/apt,200,28,0,,,1,339,0,
613259108283458287,1 Room In a House close to Pearson Airport,30813376,Jeff,,West Humber-Clairville,43.72316,-79.616425,Private room,60,28,0,,,3,339,0,
613272092773043433,"Yonge&Finch/Work from home,Clean Private Room,WiFi",151305987,Kostiantyn,,Newtonbrook East,43.788957829739815,-79.41440004587805,Private room,99,28,0,,,27,64,0,
617545316977913261,"Elegant 1BR-1Bath Condo, Entertainment Dist",416677873,Dave,,Waterfront Communities-The Island,43.64349993874312,-79.3794554488773,Entire home/apt,272,2,1,2022-05-15,1,39,77,1,STR-2205-FKLHHB
617569692006967800,Bright new basement suite near Bloor West Village,457020028,Nalini,,Runnymede-Bloor West Village,43.66070230631779,-79.4870463657907,Entire home/apt,71,29,0,,,1,152,0,
617582807127622973,❤️Downtown Toronto Condo near CN Tower,201137466,Plush Residence,,Waterfront Communities-The Island,43.64246117490915,-79.3804337346323,Entire home/apt,295,2,0,,,7,307,0,STR-2201-HMBRVK
619456934365494234,Large Private Room Nearby Essential Stores & TRANS,411338353,James,,South Riverdale,43.66546438645749,-79.34659952479913,Private room,87,3,3,2022-06-03,3,3,2,3,STR-2011-FXBDVD
617614779378077646,Luxury 1+den condo with million dollar view,457029993,Marcel,,Mimico (includes Humber Bay Shores),43.62384044179631,-79.47790773574671,Entire home/apt,167,28,0,,,1,248,0,
620815641100201348,Family home downtown Toronto,3981323,Jeff,,Rosedale-Moore Park,43.68904,-79.38487,Entire home/apt,400,28,0,,,1,45,0,
619511136834656339,Cozy Minimalist Apartment,457464328,Jade,,Downsview-Roding-CFB,43.73670185898666,-79.49176714888783,Entire home/apt,100,28,0,,,1,336,0,
620832570948170441,"Stylish Corner Suite + Free Parking, Balcony",5866918,Cristina,,Niagara,43.63759064627642,-79.40628727453209,Entire home/apt,250,3,0,,,1,73,0,STR-2104-FZDXVD
620840337428937487,Bright 1BRM by UofT Private Entry+Laundry,342457783,Sophie,,University,43.65914797561473,-79.40873042762301,Entire home/apt,1000,28,0,,,14,84,0,
619529874547929017,✈︎Fully-Equipped 1+1-BR Condo in DT Toronto✈︎,785826,Sky View,,Waterfront Communities-The Island,43.64456752279686,-79.39042522542562,Entire home/apt,288,28,0,,,151,29,0,
620948524557468666,Bright 2BRM Private Entry+Private laundry+Parking,384337721,Sophie U,,Palmerston-Little Italy,43.66071298533319,-79.41042021207929,Entire home/apt,1000,28,0,,,11,4,0,
619539079490778681,STERILIZED CLEAN FiDi CN,434960735,Andy,,Waterfront Communities-The Island,43.645527204842566,-79.37619838335584,Entire home/apt,223,28,0,,,8,64,0,
620949210429657578,Modern & Central Suite in the Heart of Downtown!,122266724,Meghan,,Waterfront Communities-The Island,43.64646950166243,-79.3952804109335,Entire home/apt,460,1,0,,,1,360,0,Exempt
613277823658980471,Beautiful Modern Bright Guest Suite in Toronto!,23090472,Mohamed,,Banbury-Don Mills,43.73098898721029,-79.34897563654106,Entire home/apt,114,28,0,,,1,365,0,
619563583520515943,5 Bed Luxury Family Suite,249687559,Gus,,Niagara,43.63639,-79.40076,Entire home/apt,433,1,1,2022-05-26,1,1,68,1,STR-2012-FLCKVB
613307979054719621,"Yonge&Finch/Work from home,Clean Private Room,WiFi",151305987,Kostiantyn,,Newtonbrook East,43.78916021540715,-79.41585381115361,Private room,81,28,0,,,27,89,0,
620973831135979304,Tony06安静之屋,328390393,Finny,,Steeles,43.815723245646154,-79.30911562010212,Private room,41,1,5,2022-06-03,5,6,314,5,STR-2011-HDCKVJ
620983459712594047,Lovely private room on 40th floor balcony,425315609,Celine,,Bay Street Corridor,43.66269647297756,-79.38473724669237,Private room,106,1,4,2022-05-29,4,4,24,4,STR-2201-HGTKVJ
619571702946965213,Condo 1 bedroom balcony,375200393,Nk,,Church-Yonge Corridor,43.66344884277346,-79.37875984673568,Entire home/apt,205,1,0,,,7,8,0,Exempt
619701290691029786,"MDRN Downtown Skyline Condo 1BR+Den, Free Parking!",364099774,Nadeen,,Waterfront Communities-The Island,43.64108663165835,-79.38243213919426,Entire home/apt,265,2,2,2022-05-15,2,1,180,2,STR-2204-FVYHHD
621034635965560103,Condo in the Sky with a Breathtaking Views,457173363,Zohreh,,Waterfront Communities-The Island,43.64149195002397,-79.3824693921145,Entire home/apt,1077,2,0,,,2,0,0,STR-2203-HQKBHK
613646338707863949,Entire 1BR *Superb view location & pool *Sleeps 4*,58351958,Nora,,Niagara,43.63613894490025,-79.40496544298655,Entire home/apt,256,2,0,,,1,333,0,STR-2204-GGVVHF
613695709017501292,"Lakeview 2BR + 2 BATH + Parking - MTCC, CN TOWER!",429559003,Sylvia,,Waterfront Communities-The Island,43.64251718180688,-79.38076136835608,Entire home/apt,414,3,2,2022-05-22,2,2,70,2,STR-2102-FVHKVD
619714869447813423,BEAUTIFUL TWO BEDROOM CONDO IN TORONTO,7476559,Nicholas,,Mount Pleasant West,43.70822928233123,-79.39590763074314,Entire home/apt,170,28,0,,,3,317,0,
619790777676421327,Modern private room @ North York near hwy 401&404,6416222,Dina,,Parkwoods-Donalda,43.76579120496384,-79.3256464015388,Private room,73,1,2,2022-05-23,2,2,324,2,STR-2203-GSTKVG
619897806512869414,Modern House 4Bd 3Ba DT Toronto. HOT TUB & BBQ,10202618,Simply Comfort,,Trinity-Bellwoods,43.651479325742166,-79.40965727403224,Entire home/apt,860,1,2,2022-05-19,2,73,293,2,STR-2204-GMTPHG
613704892220145152,Lovely 3 bedroom - 3 beds & 2 Parking Spots,145866216,Marina,,Yorkdale-Glen Park,43.71996,-79.45299,Entire home/apt,266,2,4,2022-05-23,4,1,253,4,STR-2204-HZDBHM
621042526090423940,Designer Renovated 4 Bedroom Home on Tree Lined St,24191040,Ryan,,Corso Italia-Davenport,43.678175475707874,-79.43998005239155,Entire home/apt,280,14,0,,,1,81,0,STR-2205-FRKBHC
620159842720011851,1-Bedroom Basement Suite,454188022,Mohammad Nasim,,Wexford/Maryvale,43.74602083970707,-79.29243217048175,Private room,110,1,2,2022-05-31,2,2,340,2,STR-2204-JCPVHM
620163684484175893,♡Comfortable Studio Condo in DT Toronto♡,785826,Sky View,,Waterfront Communities-The Island,43.648993311075074,-79.38834152119156,Entire home/apt,201,28,0,,,151,42,0,
621064356233136796,Amazing 2BR Executive Style Condo with Parking!,457803827,Shivani,,Waterfront Communities-The Island,43.642558796694956,-79.38043538150403,Entire home/apt,339,1,4,2022-05-30,4,1,29,4,STR-2202-HWFDVL
620172680582223304,Stylish 2 bedroom Toronto Home,28284909,Mark,,South Riverdale,43.65755760795469,-79.33901119618585,Entire home/apt,546,1,3,2022-05-29,3,12,19,3,STR-2204-GZBVHH
621064875266220221,"Massive Private Room w/ Queen Bed, On-site Laundry",411338353,James,,North Riverdale,43.66724398975232,-79.3480313343224,Private room,58,3,0,,,3,6,0,STR-2011-FXBDVD
620223104396781374,Lovely 1BR Lower Level Unit in Seaton Village,420410925,Rose,,Annex,43.66818810198182,-79.41566814496367,Entire home/apt,277,1,0,,,1,36,0,STR-2108-JBYBHM
621107555317837450,"Capacious Private Room, & Bathroom East Downtown",222012035,John,,North Riverdale,43.66694183947095,-79.35072283176046,Private room,63,3,3,2022-05-29,3,3,2,3,STR-2107-GCJVHF
613806151419075343,"Elegant 2BD Condo with Balcony, Lake & City View",416677873,Dave,,Niagara,43.63851761190277,-79.41023847650477,Entire home/apt,363,2,2,2022-05-20,2,39,36,2,STR-2203-FZZKVD
620283550387810844,"New, Modern Luxurious, 5Bd 4bathroom w/ parking",26489393,Sophie,,Birchcliffe-Cliffside,43.70889059665983,-79.25267992423647,Entire home/apt,689,28,0,,,2,358,0,
620354889969488817,Victorian Style 3BR Unit in Cabbagetown,404739520,Ellie,,Moss Park,43.66133177326825,-79.37222038321832,Entire home/apt,250,1,0,,,2,0,0,STR-2112-FMSDVC
620400785134634634,"Cheerful, bright luxurious home in Toronto",442623369,Katy,,Princess-Rosethorn,43.67077534112944,-79.55561271297853,Entire home/apt,495,5,0,,,1,334,0,STR-2205-HSSHHL
613812779037649620,"Penthouse 2BR-2Bath, Lake & City View",416677873,Dave,,Niagara,43.640406423591024,-79.41031855549967,Entire home/apt,349,2,1,2022-05-15,1,39,39,1,STR-2203-FZZKVD
621224276425223432,Gabby's Place Lower Level Downtown Core,125056852,Gabriela,,Moss Park,43.660652,-79.370071,Entire home/apt,161,1,4,2022-06-02,4,2,56,4,STR-2010-GWCKPH
621226588955686515,"Private 1-Bedroom Unit Sleeps 4, Smart TV, Toronto",457828733,Angie,,Rouge,43.81624543392863,-79.23060131115315,Entire home/apt,97,2,2,2022-05-29,2,3,77,2,STR-2108-HSLBHL
620402349495062171,Chic Bachelor in Yorkville with 180-Degree Views,135560967,Nipa,,Annex,43.66953179389085,-79.3936772619135,Entire home/apt,147,4,0,,,2,80,0,STR-2204-GZDBHH
621230688325809781,Cozy One Bedroom Private Unit Smart TV Toronto,457828733,Angie,,Malvern,43.81472110637606,-79.22854063139943,Entire home/apt,93,1,1,2022-05-23,1,3,90,1,STR-2108-HSLBHL
613874633057845281,Adorable 1 BR With Yard & BBQ Grill in Old Toronto,1112766,Alexandra,,Dovercourt-Wallace Emerson-Junction,43.66672096799736,-79.43071806646529,Entire home/apt,95,28,0,,,4,310,0,
620402914535758146,King Street Loft +FREE PARKING +OPEN CONCEPT,353402809,Victor,,Niagara,43.641881888880846,-79.41079713380145,Entire home/apt,239,1,4,2022-05-28,4,1,44,4,STR-2105-FZWRVD
613880021546181382,Lovely 3BR Style w Rooftop/BBQ/Gym - CN Tower/Jays,455218186,Hazel,,Waterfront Communities-The Island,43.64631375602679,-79.39020823247039,Entire home/apt,479,2,1,2022-05-23,1,1,101,1,STR-2203-FJHVHB
613890326459969940,Cozy Private Apartment Smart TV Downtown Toronto,311806688,Tom,,Kensington-Chinatown,43.651597932176685,-79.40063020138982,Entire home/apt,130,28,0,,,4,50,0,
621235556882693075,Private Studio Apartment in Toronto FREE PARKING,342090549,Louis,,Wexford/Maryvale,43.74012,-79.29651,Entire home/apt,97,1,3,2022-06-03,3,3,71,3,STR-2110-HWVPHL
